unique_id,block_num,unit_count,case_type_name,submission_year,block_address,occupancy_type,occupancy_or_vacancy_date,occupancy_or_vacancy_date_year,bedroom_count,bathroom_count,square_footage,monthly_rent,base_rent_includes_water,base_rent_includes_natural_gas,base_rent_includes_electricity,base_rent_includes_refuse_recycling,base_rent_includes_other_utilities,past_occupancy,vacancy_date,signature_date,occupancy_or_vacancy_date_history,year_property_built,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at,rent_min,rent_max,rent_avg
5293132233817498352,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2011/06/16,2011,1,1,"501-750 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
-1441886657388989090,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2021/01/24,2021,2,2,"1001-1250 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
-4272456340236948029,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/08/16,2023,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-8548829373468434346,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,1,1,"251-500 Sq.Ft",1475,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
8685358455789361421,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1997/07/01,1997,2,2,"1001-1250 Sq.Ft",$1751-$2000,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1751,2000,1876
2587585834848660304,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/03/14,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-5355648499914461,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,1,1,"251-500 Sq.Ft",1895,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-2076415701457041624,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2005/03/15,2005,2,2,"1001-1250 Sq.Ft",$2251-$2500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
1976514308609531097,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1995/05/01,1995,1,1,"751-1000 Sq.Ft",$1251-$1500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1251,1500,1376
-2054314457158660824,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2010/04/02,2010,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
6473267350131996910,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2010/01/30,2010,2,2,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
5636137338433220666,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2020/11/21,2020,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
2351637981572284592,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1275,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-7383791955451968017,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2020/02/29,2020,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
6651720426398657712,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2022/08/15,2022,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-1870387977192490115,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2012/12/27,2012,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-3722300085336266147,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2001/09/17,2001,2,2,"1001-1250 Sq.Ft",$3251-$3500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-2935852604320699593,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2020/12/02,2020,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-6054603552281650742,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2004/03/01,2004,1,1,"751-1000 Sq.Ft",$3001-$3250,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
8389007787596559023,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2022/03/18,2022,2,2,"1001-1250 Sq.Ft",$3751-$4000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3751,4000,3876
-5077542865969314927,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2011/01/19,2011,2,2,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
9160827431922033090,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1975/01/01,1975,2,2,"1001-1250 Sq.Ft",$1001-$1250,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1001,1250,1126
8298790198150767453,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2009/05/26,2009,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
2970250180858242021,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1375,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
6105450884350227760,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2018/09/28,2018,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
2196007192686454840,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2021/11/05,2021,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
8865387484537769927,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2007/10/02,2007,1,1,"751-1000 Sq.Ft",$2501-$2750,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
2683421668132151696,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2013/03/03,2013,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
996455220943483225,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/08/07,2023,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
521038668347644676,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/09/30,2023,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
3506342606654161405,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/11/18,2023,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-4004252590393467318,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2003/01/24,2003,1,1,"751-1000 Sq.Ft",$2501-$2750,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
-641403440999245061,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2021/12/27,2021,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
1159106854961780856,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2010/10/28,2010,3,3,"1251-1500 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
-929159343284759531,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1450,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-6895537123652188296,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1988/01/01,1988,2,2,"1001-1250 Sq.Ft",$1501-$1750,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
5104308883793035261,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2018/06/01,2018,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-6762592907886446150,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2019/05/10,2019,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-3170058041783181455,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/10/18,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
3096040669194956788,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1998/10/01,1998,2,2,"1001-1250 Sq.Ft",$1751-$2000,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1751,2000,1876
-4113888145265490087,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/07/24,2023,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
4481705341644085194,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2019/12/01,2019,1,1,"751-1000 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
3268254392319700253,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/08/07,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
8657526803428631942,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1994/07/01,1994,2,2,"1001-1250 Sq.Ft",$1501-$1750,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1501,1750,1626
4691259456764079506,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2024/01/02,2024,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
6201849759772747081,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1219.49,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
8343114305002197295,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/08/11,2023,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
103784668756440263,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/08/05,2023,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
4755777181657381467,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2018/05/01,2018,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-6720391771462888024,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/06/06,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
6642905696850142574,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2008/08/23,2008,2,2,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
5691618675854476577,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/09/02,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-2447608607435044300,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2021/11/24,2021,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-2426399097865798919,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2021/12/09,2021,2,2,"1001-1250 Sq.Ft",$3501-$3750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3501,3750,3626
-5164117708388551172,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2010/05/22,2010,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
-4215563608311381628,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2018/12/17,2018,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
5437019661095445326,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1595,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-1112684646473964182,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1992/12/01,1992,1,1,"751-1000 Sq.Ft",$1251-$1500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1251,1500,1376
3802956172970045029,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/06/05,2023,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-7506114037862374179,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2022/11/01,2022,2,2,"1001-1250 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
2735669193543080897,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/05/29,2023,2,2,"1001-1250 Sq.Ft",$3251-$3500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3251,3500,3376
3998443144596378132,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2022/11/30,2022,2,2,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
6359861615373566763,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2022/09/28,2022,1,1,"751-1000 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-5834209418202618642,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2013/05/31,2013,1,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-4887456430264364191,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",1978/06/01,1978,2,2,"1001-1250 Sq.Ft",$1251-$1500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1251,1500,1376
8781818386880999765,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/01/05,2023,2,2,"1001-1250 Sq.Ft",$2501-$2750,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2501,2750,2626
7328073278492871615,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2018/05/05,2018,2,2,"1001-1250 Sq.Ft",$3001-$3250,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",3001,3250,3126
-2746683700895454583,0336,54,"Housing Inventory - Unit information (2022)",2022,"500 Block of LARKIN ST","Occupied by non-owner",,,0,1,"251-500 Sq.Ft",1094.16,N,N,N,N,,No,,2022/06/22,,1912,"POINT (-122.417365507 37.782853685)",Tenderloin,5,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",NULL,NULL,NULL
-5563326134965934083,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/11/01,2023,1,1,"751-1000 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
6537848373651567507,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2023/10/31,2023,1,1,"751-1000 Sq.Ft",$2751-$3000,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2751,3000,2876
-1602613061092096308,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2010/09/24,2010,2,2,"1001-1250 Sq.Ft",$2251-$2500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
-2982329491899831389,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2009/04/30,2009,2,2,"1001-1250 Sq.Ft",$2251-$2500,Y,N,N,Y,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",2251,2500,2376
220570541587942867,7326,153,"Housing Inventory - Unit information (2024)",2024,"100 Block of FONT BLVD","Occupied by non-owner",2020/08/12,2020,1,1,"751-1000 Sq.Ft",$1251-$1500,N,N,N,N,,No,,2024/03/09,,,"POINT (-122.473629106 37.715544557)",Lakeshore,7,"2025/06/27 01:30:38 AM","2025/06/27 06:07:13 AM",1251,1500,1376
